1	0.5563945958187324
2	0.2359831040036764
3	0.021261394667976125
4	0.03982881959503576
5	0.0042703630566605245
6	0.009598542011526861
7	0.003104130329513204
8	0.0009739256889430001
9	0.0006447859537507391
10	0.00041408395465149104
11	0.002044113807278698
12	0.0010429778489862212
13	0.000616924971165614
14	0.0006206517161542746
15	0.000303088234399944
16	0.00022168894036895696
17	0.00020769247873454847
18	0.00021113489707192252
19	0.00023898867550056123
20	0.0003323057291249079
21	0.00007071899684604527
22	0.00014037255643343908
23	0.00004224677750258357
24	0.00006998449982504751
25	0.000056791697208189964
26	0.000031067805832399824
27	0.000046368072613925744
28	0.00010798424047652731
29	0.00006303517248590343
30	0.0000827090185358542
31	0.000024155999894497317
32	0.00005693000455725935
33	0.00005334950363819459
34	0.000027033899365522455
35	0.000014640926846938857
36	8.402832962381184e-6
37	0.00001919389765340846
38	0.000034181960654496215
39	9.600346790203738e-6
40	0.00002685078000862836
41	7.49230706629536e-6
42	6.622823857080911e-6
43	0.000013569843389329229
44	6.0958583823961755e-6
45	0.000012145488304410636
46	0.000014761606661232033
47	4.2684782226966734e-6
48	0.000013747583254667622
49	3.582746351117308e-6
50	0.000011508916914904835
51	0.000011250046274987862
52	7.039612403571541e-6
53	9.092597773010088e-6
54	3.4083321373579435e-6
55	0.00001333027765445056
56	5.470275476684365e-6
57	8.39923071277271e-6
58	3.329374372200554e-6
59	0.000014417809729309707
60	8.134283567993126e-6
61	2.682156736783704e-6
62	2.6476274598664245e-6
63	6.439801481108346e-6
64	6.389800350678544e-6
65	5.4004471639629935e-6
66	4.06323836620782e-6
67	1.9405114572864486e-6
68	5.572551914820422e-6
69	1.201916287120522e-6
70	3.125745817429179e-6
71	1.6766480001141383e-6
72	4.047757734953244e-6
73	1.3946720514021402e-6
74	1.0254086621051526e-6
75	2.6755617563652394e-6
76	1.1319160278127492e-6
77	1.4017768714057054e-6
78	3.940679064282855e-6
79	1.038077436662336e-6
80	1.1559478917528499e-6
81	1.6533529094682003e-6
82	3.2345969571066514e-6
83	1.2295085247709656e-6
84	3.0962859473251584e-6
85	9.576637319242629e-7
86	2.5057300183229633e-6
87	1.656405619315037e-6
88	2.0223844857364323e-6
89	1.8029969958449337e-6
90	8.142957272567177e-7
91	2.5176567783807855e-6
92	9.682512076875073e-7
93	6.527987403748053e-7
94	1.6164520385846886e-6
95	1.0317953248190186e-6
96	2.2911642094188564e-6
97	9.891494029916971e-7
98	1.8029106657907245e-6
99	9.54069857746999e-7
100	1.2820586039375772e-6
